participant_id,condition,condition_order,condition_label,hedging,modality,hedging_label,modality_label,session_status,n_trials_completed,n_trials_in_logs,trust_score_mean,nasa_tlx_raw_mean,manipulation_uncertainty,manipulation_certainty,posttask_perceived_uncertainty,posttask_perceived_certainty,posttask_perceived_reliability,posttask_verification_usefulness,posttask_decision_confidence,verify_rate,accept_rate,reject_rate,final_accuracy_rate,overreliance_rate,underreliance_rate,mean_decision_time_sec,median_decision_time_sec,verify_rate_correct_answers,accept_rate_correct_answers,accuracy_rate_correct_answers,verify_rate_incorrect_answers,accept_rate_incorrect_answers,accuracy_rate_incorrect_answers,source_file,informed_consent_given,participant_blinded_to_condition_meaning,interview_consent,practice_trials_completed,main_trials_planned,break_count,session_start,session_end,consent_timestamp,assignment_mode,assignment_strategy,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,N1,N2,N3,N4,N5,N6,U01,U02,U03,U04,U05,U06,U07,U08,U09,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,PT1,PT2,PT3,PT4,PT5,PT6,PT7,ueq_attractiveness,ueq_perspicuity,ueq_novelty,ueq_stimulation,ueq_dependability,ueq_efficiency,ueq_pragmatic_quality,ueq_hedonic_quality,posttask_modality_influence,posttask_behavioural_adaptation,mean_evidence_dwell_time_sec
P_1778796798194_7151,C4,4,Hedge + Speech,1,1,Hedge,Speech,completed,30,30,4.416666666666667,1.1666666666666667,5.0,4.0,5.0,4.0,4.0,6.0,5.0,0.13333333333333333,0.8333333333333334,0.16666666666666666,0.8,0.16666666666666666,0.03333333333333333,10.9061,8.771999999999998,0.14285714285714285,0.9523809523809523,0.9523809523809523,0.1111111111111111,0.5555555555555556,0.4444444444444444,P_1778796798194_7151_1778798613715.json,1,1,accepted,2,30,2,1778796798196,1778798613171,1778798613171,balanced,quota_balanced_round_robin,5.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,7.0,7.0,2.0,1.0,3.0,7.0,7.0,6.0,4.0,2.0,6.0,1.0,2.0,6.0,6.0,7.0,2.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,5.0,4.0,4.0,6.0,5.0,3.0,4.0,2.5,0.5,2.0,2.25,2.0,1.5,1.3333333333333333,2.125,3.0,4.0,1.7371
P_1778796867720_9657,C4,4,Hedge + Speech,1,1,Hedge,Speech,completed,30,30,1.0,3.1666666666666665,5.0,3.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,1.0,0.3,0.0,0.7,1.3160333333333334,1.073,0.0,0.0,0.0,0.0,0.0,1.0,P_1778796867720_9657_1778797188808.json,1,1,accepted,2,30,2,1778796867723,1778797187823,1778797187823,balanced,quota_balanced_round_robin,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,7.0,1.0,7.0,1.0,1.0,4.0,4.0,5.0,1.0,7.0,4.0,1.0,2.0,1.0,7.0,7.0,7.0,1.0,7.0,1.0,5.0,7.0,7.0,1.0,3.0,3.0,1.0,3.0,5.0,7.0,1.0,-3.0,0.0,-2.25,-3.0,-2.25,-1.75,-1.3333333333333333,-2.625,7.0,1.0,0.0
P_1778800124360_4679,C4,4,Hedge + Speech,1,1,Hedge,Speech,completed,30,30,3.6666666666666665,2.6666666666666665,5.0,5.0,4.0,5.0,5.0,5.0,6.0,0.03333333333333333,0.6333333333333333,0.36666666666666664,0.8,0.06666666666666667,0.13333333333333333,4.341033333333333,3.5645,0.047619047619047616,0.8095238095238095,0.8095238095238095,0.0,0.2222222222222222,0.7777777777777778,P_1778800124360_4679_1778800582648.json,1,1,accepted,2,30,2,1778800124364,1778800635671,1778800635671,balanced,quota_balanced_round_robin,6.0,6.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,7.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,2.0,6.0,3.0,2.0,2.0,5.0,2.0,6.0,2.0,2.0,2.0,6.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,1.1666666666666667,1.75,0.75,2.0,1.0,1.75,1.5,1.375,3.0,3.0,0.12886666666666666
P_1778801852124_4942,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,4.583333333333333,3.0,4.0,5.0,6.0,5.0,6.0,7.0,6.0,0.9,0.6666666666666666,0.3333333333333333,0.9,0.03333333333333333,0.06666666666666667,19.928333333333335,16.021,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.8888888888888888,0.1111111111111111,0.8888888888888888,P_1778801852124_4942_1778803413170.json,1,1,accepted,2,30,2,1778801852134,1778803412665,1778803412665,balanced,quota_balanced_round_robin,5.0,1.0,5.0,1.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,3.0,5.0,3.0,6.0,2.0,3.0,2.0,3.0,6.0,5.0,6.0,7.0,6.0,5.0,5.0,1.1666666666666667,0.5,0.25,1.0,0.75,1.75,1.0,0.625,5.0,5.0,9.180433333333333
P_1778825029428_5870,C4,4,Hedge + Speech,1,1,Hedge,Speech,completed,30,30,5.416666666666667,4.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,0.0,1.0,0.0,0.7,0.3,0.0,2.4471666666666665,1.6705,0.0,1.0,1.0,0.0,1.0,0.0,P_1778825029428_5870_1778825835306.json,1,1,accepted,2,30,2,1778825029431,1778825832423,1778825832423,balanced,quota_balanced_round_robin,1.0,3.0,2.0,2.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,7.0,1.0,7.0,6.0,6.0,1.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,-0.3333333333333333,-0.5,-0.25,0.25,0.0,0.0,-0.16666666666666666,0.0,5.0,5.0,0.0
P_1778825656907_3344,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,3.4166666666666665,1.8333333333333333,3.0,6.0,1.0,6.0,2.0,7.0,7.0,0.5666666666666667,0.7333333333333333,0.26666666666666666,0.9666666666666667,0.03333333333333333,0.0,18.71833333333333,13.771,0.42857142857142855,1.0,1.0,0.8888888888888888,0.1111111111111111,0.8888888888888888,P_1778825656907_3344_1778828268617.json,1,1,accepted,2,30,2,1778825656910,1778828269244,1778828269244,balanced,quota_balanced_round_robin,3.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,1.0,2.0,7.0,3.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,1.0,5.0,6.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,6.0,3.0,5.0,3.0,3.0,4.0,6.0,1.0,6.0,2.0,7.0,7.0,3.0,2.0,0.5,1.25,-0.25,0.5,0.25,1.75,1.0833333333333333,0.125,3.0,2.0,9.4133
P_1778828704454_61,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,3.4166666666666665,6.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,0.0,0.7,0.3,0.7333333333333333,0.13333333333333333,0.13333333333333333,9.703066666666667,5.233499999999999,0.0,0.8095238095238095,0.8095238095238095,0.0,0.4444444444444444,0.5555555555555556,P_1778828704454_61_1778829857532.json,1,1,accepted,2,30,2,1778828704457,1778829857035,1778829857035,balanced,quota_balanced_round_robin,5.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,7.0,1.0,1.0,2.0,7.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.0,-1.5,-3.0,-3.0,-3.0,-3.0,-2.5,-3.0,1.0,1.0,0.0
P_1778829089496_8631,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,3.9166666666666665,4.833333333333333,6.0,2.0,6.0,4.0,5.0,4.0,6.0,0.3333333333333333,0.7,0.3,0.9333333333333333,0.03333333333333333,0.03333333333333333,13.988166666666666,8.4165,0.2857142857142857,0.9523809523809523,0.9523809523809523,0.4444444444444444,0.1111111111111111,0.8888888888888888,P_1778829089496_8631_1778830113264.json,1,1,accepted,2,30,2,1778829089499,1778830112228,1778830112228,balanced,quota_balanced_round_robin,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,3.0,5.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,4.0,6.0,3.0,5.0,4.0,5.0,4.0,6.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,6.0,5.0,5.0,0.5,-0.25,-0.5,0.25,0.5,0.75,0.3333333333333333,-0.125,5.0,5.0,2.8243666666666667
P_1778833442101_9088,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,3.5833333333333335,3.6666666666666665,4.0,6.0,4.0,5.0,5.0,4.0,5.0,0.1,0.6333333333333333,0.36666666666666664,0.6,0.16666666666666666,0.23333333333333334,8.358733333333333,6.4239999999999995,0.09523809523809523,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.4444444444444444,P_1778833442101_9088_1778834166841.json,1,1,accepted,2,30,2,1778833442104,1778834166092,1778834166092,balanced,quota_balanced_round_robin,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0,0.25,-0.25,0.0,0.25,0.08333333333333333,0.0,4.0,4.0,0.9070333333333332
P_1778834021078_7780,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,4.666666666666667,4.333333333333333,2.0,5.0,1.0,5.0,4.0,6.0,5.0,0.2,0.5666666666666667,0.43333333333333335,0.7333333333333333,0.06666666666666667,0.2,9.047566666666667,5.7395,0.19047619047619047,0.7142857142857143,0.7142857142857143,0.2222222222222222,0.2222222222222222,0.7777777777777778,P_1778834021078_7780_1778834785224.json,1,1,accepted,2,30,2,1778834021079,1778834780612,1778834780612,balanced,quota_balanced_round_robin,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,5.0,4.0,6.0,5.0,3.0,2.0,0.16666666666666666,0.5,-0.25,-0.75,0.5,0.5,0.5,-0.5,3.0,2.0,1.9091333333333333
P_1778841129896_1531,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,3.75,3.1666666666666665,1.0,7.0,2.0,5.0,4.0,6.0,6.0,0.6666666666666666,0.6333333333333333,0.36666666666666664,0.9333333333333333,0.0,0.06666666666666667,12.4633,10.5245,0.6190476190476191,0.9047619047619048,0.9047619047619048,0.7777777777777778,0.0,1.0,P_1778841129896_1531_1778842139126.json,1,1,accepted,2,30,2,1778841129899,1778842138658,1778842138658,balanced,quota_balanced_round_robin,5.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,5.0,2.0,3.0,2.0,4.0,4.0,5.0,6.0,4.0,3.0,6.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,6.0,6.0,2.0,1.0,0.0,1.75,-1.5,-0.25,-0.25,-0.5,0.3333333333333333,-0.875,2.0,1.0,5.0381
P_1778841297733_4531,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,2.9166666666666665,4.5,2.0,7.0,2.0,7.0,3.0,7.0,5.0,0.3,0.7,0.3,0.8666666666666667,0.06666666666666667,0.06666666666666667,10.9207,6.6165,0.23809523809523808,0.9047619047619048,0.9047619047619048,0.4444444444444444,0.2222222222222222,0.7777777777777778,P_1778841297733_4531_1778842067729.json,1,1,accepted,2,30,2,1778841297736,1778842067256,1778842067256,balanced,quota_balanced_round_robin,6.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,4.0,3.0,5.0,5.0,6.0,4.0,5.0,1.0,4.0,3.0,5.0,6.0,6.0,4.0,3.0,6.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,6.0,3.0,2.0,4.0,6.0,2.0,7.0,3.0,7.0,5.0,2.0,3.0,1.0,0.75,1.75,1.25,1.5,1.0,1.0833333333333333,1.5,2.0,3.0,3.4192666666666667
P_1778845247630_9479,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,5.25,2.3333333333333335,2.0,6.0,2.0,7.0,6.0,7.0,6.0,0.2,0.6666666666666666,0.3333333333333333,0.9,0.03333333333333333,0.06666666666666667,7.4098999999999995,5.340999999999999,0.047619047619047616,0.9047619047619048,0.9047619047619048,0.5555555555555556,0.1111111111111111,0.8888888888888888,P_1778845247630_9479_1778846231550.json,1,1,accepted,2,30,2,1778845247631,1778846230113,1778846230113,balanced,quota_balanced_round_robin,1.0,1.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,2.0,1.0,5.0,5.0,6.0,4.0,3.0,5.0,4.0,6.0,4.0,4.0,5.0,3.0,3.0,2.0,5.0,2.0,7.0,3.0,3.0,4.0,5.0,2.0,7.0,6.0,7.0,6.0,2.0,2.0,0.5,2.0,1.0,1.5,1.5,1.25,1.5833333333333333,1.25,2.0,2.0,1.6142666666666667
P_1778859314562_9490,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,4.333333333333333,5.333333333333333,2.0,6.0,5.0,5.0,6.0,6.0,6.0,0.0,0.9,0.1,0.8,0.2,0.0,3.315533333333333,2.902,0.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,P_1778859314562_9490_1778859760049.json,1,1,accepted,2,30,2,1778859314564,1778859759344,1778859759344,balanced,quota_balanced_round_robin,6.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,6.0,5.0,3.0,2.0,5.0,2.0,6.0,2.0,2.0,2.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,1.6666666666666667,1.0,0.25,0.25,-0.5,1.5,0.6666666666666666,0.25,6.0,5.0,0.0
P_1778859408277_6391,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,3.8333333333333335,2.6666666666666665,1.0,7.0,1.0,6.0,6.0,6.0,6.0,0.43333333333333335,0.7,0.3,0.8666666666666667,0.06666666666666667,0.06666666666666667,6.644433333333334,5.147,0.42857142857142855,0.9047619047619048,0.9047619047619048,0.4444444444444444,0.2222222222222222,0.7777777777777778,P_1778859408277_6391_1778860146028.json,1,1,accepted,2,30,2,1778859408278,1778860145565,1778860145565,balanced,quota_balanced_round_robin,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,3.0,5.0,4.0,6.0,3.0,5.0,6.0,4.0,6.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,4.0,3.0,6.0,2.0,6.0,2.0,4.0,3.0,6.0,1.0,6.0,6.0,6.0,6.0,2.0,4.0,0.5,0.75,0.5,0.0,-0.75,1.25,0.4166666666666667,0.25,2.0,4.0,2.5135666666666667
P_1778859724015_9009,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,1.6666666666666667,2.5,1.0,7.0,1.0,7.0,3.0,5.0,6.0,0.6666666666666666,0.7333333333333333,0.26666666666666666,0.9666666666666667,0.03333333333333333,0.0,18.74226666666667,17.197,0.6190476190476191,1.0,1.0,0.7777777777777778,0.1111111111111111,0.8888888888888888,P_1778859724015_9009_1778860854053.json,1,1,accepted,2,30,2,1778859724018,1778860853899,1778860853899,balanced,quota_balanced_round_robin,6.0,5.0,5.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,6.0,2.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,6.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,7.0,3.0,5.0,6.0,1.0,1.0,-1.3333333333333333,0.75,-0.5,-0.5,-1.0,-0.5,-0.25,-0.5,1.0,1.0,9.527166666666666
P_1778859779090_6322,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,3.8333333333333335,2.1666666666666665,4.0,4.0,2.0,4.0,6.0,5.0,6.0,0.1,0.7,0.3,0.8666666666666667,0.06666666666666667,0.06666666666666667,6.084333333333333,4.131,0.047619047619047616,0.9047619047619048,0.9047619047619048,0.2222222222222222,0.2222222222222222,0.7777777777777778,P_1778859779090_6322_1778860606138.json,1,1,accepted,2,30,2,1778859779093,1778860605223,1778860605223,balanced,quota_balanced_round_robin,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,6.0,5.0,6.0,1.0,1.0,0.0,0.75,0.25,0.0,-0.75,0.0,0.0,0.125,1.0,1.0,1.1285
P_1778863062210_6910,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,4.166666666666667,2.8333333333333335,1.0,7.0,1.0,7.0,5.0,7.0,6.0,0.7,0.6666666666666666,0.3333333333333333,0.9,0.03333333333333333,0.06666666666666667,11.865433333333334,10.945,0.6190476190476191,0.9047619047619048,0.9047619047619048,0.8888888888888888,0.1111111111111111,0.8888888888888888,P_1778863062210_6910_1778863963531.json,1,1,accepted,2,30,2,1778863062211,1778863963863,1778863963863,balanced,quota_balanced_round_robin,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,7.0,3.0,1.0,2.0,2.0,2.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,5.0,2.0,5.0,6.0,6.0,3.0,6.0,6.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,5.0,2.0,3.0,3.0,4.0,1.0,7.0,5.0,7.0,6.0,2.0,6.0,1.3333333333333333,2.0,0.25,0.5,0.0,0.75,0.9166666666666666,0.375,2.0,6.0,4.752466666666667
P_1778863632442_2132,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,1.4166666666666667,2.0,6.0,3.0,6.0,6.0,1.0,7.0,7.0,0.6,0.7333333333333333,0.26666666666666666,0.9666666666666667,0.03333333333333333,0.0,11.131300000000001,6.702500000000001,0.5238095238095238,1.0,1.0,0.7777777777777778,0.1111111111111111,0.8888888888888888,P_1778863632442_2132_1778864612614.json,1,1,accepted,2,30,2,1778863632447,1778864611522,1778864611522,balanced,quota_balanced_round_robin,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,1.0,1.0,1.0,7.0,6.0,7.0,1.0,7.0,1.0,7.0,7.0,5.0,1.0,6.0,6.0,1.0,7.0,7.0,1.0,1.0,-2.6666666666666665,0.0,-1.5,-2.75,-3.0,-1.5,-1.5,-2.125,1.0,1.0,2.1015
P_1778864979990_4498,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,3.9166666666666665,4.333333333333333,4.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,0.9,0.1,0.7333333333333333,0.23333333333333334,0.03333333333333333,1.2132,1.165,0.0,0.9523809523809523,0.9523809523809523,0.0,0.7777777777777778,0.2222222222222222,P_1778864979990_4498_1778865157125.json,1,1,accepted,2,30,2,1778864979991,1778865156088,1778865156087,balanced,quota_balanced_round_robin,4.0,5.0,6.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,7.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.3333333333333333,-0.5,0.0,0.0,-0.25,0.25,-0.16666666666666666,0.0,2.0,2.0,0.0
P_1778869530326_8120,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,2.8333333333333335,3.8333333333333335,7.0,1.0,6.0,7.0,7.0,7.0,6.0,0.6666666666666666,0.6333333333333333,0.36666666666666664,0.8666666666666667,0.03333333333333333,0.1,17.953033333333334,16.6995,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.1111111111111111,0.8888888888888888,P_1778869530326_8120_1778870921882.json,1,1,accepted,2,30,2,1778869530331,1778870921087,1778870921087,balanced,quota_balanced_round_robin,4.0,4.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,3.0,4.0,3.0,3.0,3.0,5.0,6.0,7.0,7.0,7.0,6.0,2.0,4.0,0.3333333333333333,-0.25,1.0,0.5,-0.25,0.75,0.08333333333333333,0.75,2.0,4.0,8.183833333333332
P_1778916390500_7722,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,4.083333333333333,3.5,2.0,4.0,3.0,3.0,3.0,5.0,5.0,0.03333333333333333,0.5,0.5,0.5333333333333333,0.13333333333333333,0.3333333333333333,1.9793999999999998,1.5145,0.047619047619047616,0.5238095238095238,0.5238095238095238,0.0,0.4444444444444444,0.5555555555555556,P_1778916390500_7722_1778916628351.json,1,1,accepted,2,30,2,1778916390503,1778916627777,1778916627777,balanced,quota_balanced_round_robin,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,6.0,5.0,4.0,3.0,4.0,6.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,0.0,0.25,0.0,1.0,0.25,0.5,0.3333333333333333,0.5,5.0,4.0,0.08836666666666666
P_1778918939687_1004,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,4.5,3.3333333333333335,1.0,6.0,3.0,3.0,3.0,3.0,3.0,0.03333333333333333,0.6333333333333333,0.36666666666666664,0.6,0.16666666666666666,0.23333333333333334,3.3,1.5745,0.0,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.4444444444444444,P_1778918939687_1004_1778919230767.json,1,1,accepted,2,30,2,1778918939688,1778919231498,1778919231498,balanced,quota_balanced_round_robin,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.75,0.75,0.5,0.25,0.5,0.5,0.625,3.0,3.0,0.11636666666666667
P_1778925422387_2108,C3,3,No hedge + Speech,0,1,No hedge,Speech,completed,30,30,3.3333333333333335,3.3333333333333335,1.0,7.0,1.0,7.0,4.0,6.0,6.0,0.4666666666666667,0.6333333333333333,0.36666666666666664,0.9333333333333333,0.0,0.06666666666666667,12.188533333333334,8.977,0.38095238095238093,0.9047619047619048,0.9047619047619048,0.6666666666666666,0.0,1.0,P_1778925422387_2108_1778926383348.json,1,1,accepted,2,30,2,1778925422388,1778926383126,1778926383126,balanced,quota_balanced_round_robin,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,6.0,5.0,2.0,4.0,6.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,7.0,4.0,6.0,6.0,4.0,2.0,0.0,0.5,-0.75,0.5,-0.5,0.75,0.25,-0.125,4.0,2.0,4.960166666666667
P_1778927249510_2817,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,3.8333333333333335,3.0,2.0,6.0,2.0,7.0,6.0,7.0,3.0,0.6666666666666666,0.7333333333333333,0.26666666666666666,0.9,0.06666666666666667,0.03333333333333333,11.022166666666667,10.817499999999999,0.6190476190476191,0.9523809523809523,0.9523809523809523,0.7777777777777778,0.2222222222222222,0.7777777777777778,P_1778927249510_2817_1778928255613.json,1,1,accepted,2,30,2,1778927249519,1778928254837,1778928254837,balanced,quota_balanced_round_robin,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,6.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,5.0,2.0,7.0,6.0,7.0,3.0,6.0,4.0,0.6666666666666666,-0.5,0.0,1.25,0.0,0.25,-0.08333333333333333,0.625,6.0,4.0,3.9113333333333333
